market,name,status,http_code,content_type,bytes,path,sha256,url
ae,AE MoIAT ECAS 合格评定 (moiat.gov.ae),ok,200,text/html,425462,ae/AE_MoIAT_ECAS_合格评定_moiat.gov.ae.html,5850df830b4b421c682c0e0c66bb2e1628d0cd1a21edd21feb34c43cf9c5dcee,https://www.moiat.gov.ae/en
ae,AE UAE 立法门户 (u.ae),ok,200,text/html,1279491,ae/AE_UAE_立法门户_u.ae.html,78f532ed36370472411ee0693446f35ae9d018e83af29123e7c013381fd4d0c4,https://u.ae/en/information-and-services
ar,AR InfoLEG 法规库,http_403,403,,0,,,http://servicios.infoleg.gob.ar/
ar,AR Ley 24.240 消费者保护法 (InfoLEG),ok,200,text/html,83944,ar/AR_Ley_24.240_消费者保护法_InfoLEG.html,17a2b25d85cca2a7ec363d3c17391aa07cd6d25174338e0b8b9ec239fba9d7b7,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/638/texact.htm
ar,AR Ley 25.326 个人数据保护法 (InfoLEG),ok,200,text/html,53108,ar/AR_Ley_25.326_个人数据保护法_InfoLEG.html,61548a0fba22550e19a4189c101876238501cb6a9b5821cea5e36478708a3b61,http://servicios.infoleg.gob.ar/infolegInternet/anexos/60000-64999/64790/texact.htm
au,AU ACL Australian Consumer Law (legislation.gov.au),ok,200,text/html,109009,au/AU_ACL_Australian_Consumer_Law_legislation.gov.au.html,394dde3213106604d9a0ce50401fa5f758609a2ba0c5777ca066b52b79ea2cfc,https://www.legislation.gov.au/C2010A00103/latest/text
au,AU Competition and Consumer Act 2010 (legislation.gov.au),ok,200,text/html,76084,au/AU_Competition_and_Consumer_Act_2010_legislation.gov.au.html,39c6ad5a54e545b49191702c52f3d290b6b54424c11ab04f325edb2e6f48b371,https://www.legislation.gov.au/C2010A00135/latest/text
au,AU Electrical Equipment Safety System (EESS),ok,200,text/html,74490,au/AU_Electrical_Equipment_Safety_System_EESS.html,2410b3fed41fb6e3392a72f8603069016d1874c53f325cc037aa2c20565deadd,https://www.eess.gov.au/
au,AU Product Safety Australia mandatory standards (ACCC),http_403,403,,0,,,https://www.productsafety.gov.au/businesses/mandatory-standards
au,AU RCM compliance mark (ACMA),error,0,,0,,,https://www.acma.gov.au/regulatory-compliance-mark-rcm
au,AU Therapeutic Goods Act 1989 (legislation.gov.au),ok,200,text/html,165078,au/AU_Therapeutic_Goods_Act_1989_legislation.gov.au.html,fc5c75bbfc2bbfb1b691381ca5f52692e3de90d2aaef99286fb66abafb4120a3,https://www.legislation.gov.au/C2004A03937/latest/text
au,AU Trade Practices Act 1974 (legislation.gov.au),ok,200,text/html,1357877,au/AU_Trade_Practices_Act_1974_legislation.gov.au.html,ce32bb1e6722a15f551e4ff830f57bf1541565f058e650050b9ec8bd2b9aa074,https://www.legislation.gov.au/C2004A00109/latest/text
au,AU legislation.gov.au 联邦立法门户,ok,200,text/html,60700,au/AU_legislation.gov.au_联邦立法门户.html,51d5356c4b489316e7aaf1d26fba4ac286793756de14ca19799b31512909369a,https://www.legislation.gov.au/
bd,BD 孟加拉法律库 bdlaws,ok,200,text/html,37398,bd/BD_孟加拉法律库_bdlaws.html,9fb6039159203adaaf2ec98b7f53fc230c72340ccd8b2b7f5f1f2429fa20f6ba,http://bdlaws.minlaw.gov.bd/
bd,BD 法律库全文检索,ok,200,text/html,37398,bd/BD_法律库全文检索.html,9fb6039159203adaaf2ec98b7f53fc230c72340ccd8b2b7f5f1f2429fa20f6ba,http://bdlaws.minlaw.gov.bd/
bd,BD 消费者权益保护法 2009,ok,200,text/html,89406,bd/BD_消费者权益保护法_2009.html,f1cb5451fc671ece0181d1c8e208dd4b684f167cc4a09c20e0f0ef8e10600889,http://bdlaws.minlaw.gov.bd/act-1035.html
be,BE eJustice 法规库,ok,200,text/html,48777,be/BE_eJustice_法规库.html,04a2b74897c8be9001d0acf440feab2be6330a1ec8e968ab7023549c32ae2321,https://www.ejustice.just.fgov.be/
be,BE 经济检查总局 FPS Economy,ok,200,text/html,48641,be/BE_经济检查总局_FPS_Economy.html,d753b888633c28c839fa8662a9f31762dac743d05d21e0a54e755c50368fce69,https://economie.fgov.be/
be,BE 经济法典 (Code de droit economique),ok,200,text/html,49941,be/BE_经济法典_Code_de_droit_economique.html,3c0bbbe21c7196935467cf5b38f0a476ab860911ba1b29408b2654bbe94b570a,https://www.ejustice.just.fgov.be/eli/loi/2013/02/28/2013011086/justel
be,BE 经济法典消费者部分 (eJustice),ok,200,text/html,51829,be/BE_经济法典消费者部分_eJustice.html,43424f0a4ccdd9cb8248fdc3acd00576791357598d2e86a585ac62191df3c641,https://www.ejustice.just.fgov.be/
bn,BN 总检察署 AGC,ok,200,text/html,206813,bn/BN_总检察署_AGC.html,a3d198cc477b40460c7c38a3290f8e55d508649d7feae92737ea15cee8c40091,https://www.agc.gov.bn/
bo,BO 官方公报,error,0,,0,,,http://www.gacetaoficialdebolivia.gob.bo/
br,BR ANVISA 食品接触材料 (gov.br),ok,200,text/html,578539,br/BR_ANVISA_食品接触材料_gov.br.html,bb0c2711daa4b374d818ddcc3fe59158767c57157e334ab523535e0f9fc5827b,https://www.gov.br/anvisa/pt-br
br,BR Código de Defesa do Consumidor (Planalto),ok,200,text/html,169385,br/BR_Código_de_Defesa_do_Consumidor_Planalto.html,c1e7d4fc2aeaa43a7b5ee73cab63176548910fda34cd7201e64ad99957ac4df6,https://www.planalto.gov.br/ccivil_03/leis/l8078compilado.htm
br,BR Código de Defesa do Consumidor Lei 8.078/1990 (planalto),ok,200,text/html,169385,br/BR_Código_de_Defesa_do_Consumidor_Lei_8.078_1990_planalto.html,c99bce9488cb38a8b224498d524c61f90df7e9e189d95823d3110f9f423c1e31,https://www.planalto.gov.br/ccivil_03/leis/l8078compilado.htm
br,BR LGPD Lei 13.709/2018 (planalto),ok,200,text/html,310252,br/BR_LGPD_Lei_13.709_2018_planalto.html,e656422f49355cd233da015ffead317c1d7861d2950a30fce2d5516e822a164c,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13709.htm
br,BR LGPD 英文版 (gov.br),ok,200,text/html,419225,br/BR_LGPD_英文版_gov.br.html,ba8ee095a33572179dcb23ee8e679847b37c86e18beedfd8c504aa6b8049a5de,https://www.gov.br/anpd/pt-br
br,BR-INMETRO 合格评定 (gov.br),ok,200,text/html,276698,br/BR-INMETRO_合格评定_gov.br.html,04f24822429eff46bc4550c68131da62f2dc82957f9ca727ed7f05e930c4950f,https://www.gov.br/inmetro/pt-br
ca,CA C-1.68 Canada Consumer Product Safety Act,ok,200,text/xml,161851,ca/CA-act-C-1.68_Canada_Consumer_Product_Safety_Act.xml,08484c7d630af8161844244dff5701b86ede5eb7e36fec4611547f81f9be87cc,https://laws-lois.justice.gc.ca/eng/XML/C-1.68.xml
ca,CA C-1.68 Canada Consumer Product Safety Act [html],ok,200,text/html,35773,ca/CA-act-C-1.68_Canada_Consumer_Product_Safety_Act.html,9f329bfa8697cd2069a8a1da0617c8a96f448fa90998ce865c2e5570313db6c5,https://laws-lois.justice.gc.ca/eng/acts/C-1.68/
ca,CA C-34 Competition Act,ok,200,text/xml,699931,ca/CA-act-C-34_Competition_Act.xml,97948082223847543732e7e8713ed2602c9e9672ce209c291a48c1ea64b11b6f,https://laws-lois.justice.gc.ca/eng/XML/C-34.xml
ca,CA C-34 Competition Act [html],ok,200,text/html,27143,ca/CA-act-C-34_Competition_Act.html,2a4a07f4f47dd500635f784a3b816ff642766b9e39e8ebf9370d68999db23640,https://laws-lois.justice.gc.ca/eng/acts/C-34/
ca,CA C-38 Consumer Packaging and Labelling Act,ok,200,text/xml,63341,ca/CA-act-C-38_Consumer_Packaging_and_Labelling_Act.xml,79551803efc955839f55cb98acd95bbfc6c6927bdb10c154b0f570a82af9a8f6,https://laws-lois.justice.gc.ca/eng/XML/C-38.xml
ca,CA C-38 Consumer Packaging and Labelling Act [html],ok,200,text/html,18505,ca/CA-act-C-38_Consumer_Packaging_and_Labelling_Act.html,6c9e2b7f88e1467d3e81a94aa70617b8777b72dd8bcbd4946a53107ee7876a40,https://laws-lois.justice.gc.ca/eng/acts/C-38/
ca,CA E-15.2 Electricity and Gas Inspection Act,http_404,404,,0,,,https://laws-lois.justice.gc.ca/eng/XML/E-15.2.xml
ca,CA E-15.2 Electricity and Gas Inspection Act [html],http_404,404,,0,,,https://laws-lois.justice.gc.ca/eng/acts/E-15.2/
ca,CA F-27 Food and Drugs Act,ok,200,text/xml,296473,ca/CA-act-F-27_Food_and_Drugs_Act.xml,9b15148195fc9ab5a453ef722f23982c299dc46e3e2a584d6736cc53b578b40c,https://laws-lois.justice.gc.ca/eng/XML/F-27.xml
ca,CA F-27 Food and Drugs Act [html],ok,200,text/html,32081,ca/CA-act-F-27_Food_and_Drugs_Act.html,5f04a5245414f304824a53704b4c1e61cbb7ae51b0594419f3d97690d363c7e6,https://laws-lois.justice.gc.ca/eng/acts/F-27/
ca,CA H-3 Hazardous Products Act,ok,200,text/xml,146037,ca/CA-act-H-3_Hazardous_Products_Act.xml,562c2b057637a1acea7e9e533a989b33496227bbf73f9340b725d5a707e40e39,https://laws-lois.justice.gc.ca/eng/XML/H-3.xml
ca,CA H-3 Hazardous Products Act [html],ok,200,text/html,22185,ca/CA-act-H-3_Hazardous_Products_Act.html,6aa887bd3fd76f5c5e810df7b6da6f580907396341982f3ba58373dd1232edbf,https://laws-lois.justice.gc.ca/eng/acts/H-3/
ca,CA P-8.6 PIPEDA,ok,200,text/xml,243198,ca/CA-act-P-8.6_PIPEDA.xml,f19a69c256d4454b49516a9f78f10642361204534c1da37d0f64c7afbd24d6a1,https://laws-lois.justice.gc.ca/eng/XML/P-8.6.xml
ca,CA P-8.6 PIPEDA [html],ok,200,text/html,24617,ca/CA-act-P-8.6_PIPEDA.html,80b0425701c9aea5a03c8c749797924b2b13968a9d282f6a378d74c6f28648d3,https://laws-lois.justice.gc.ca/eng/acts/P-8.6/
ca,CA SOR-2001-269 Consumer Chemicals and Containers Regulations 2001,ok,200,text/xml,320699,ca/CA-SOR-2001-269_Consumer_Chemicals_and_Containers_Regulations_2001.xml,2a12c12d94c683ffb4c937030a4f682b688b4209de5fc68b33ef0016ac2b65b2,https://laws-lois.justice.gc.ca/eng/XML/SOR-2001-269.xml
ca,CA SOR-2001-269 Consumer Chemicals and Containers Regulations 2001 [html],ok,200,text/html,22006,ca/CA-SOR-2001-269_Consumer_Chemicals_and_Containers_Regulations_2001.html,5337f1441233b64641f8f42cf03205b6edd1d1155ae420a4f377f75ce2c39c35,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2001-269/
ca,CA SOR-2016-169 Children's Sleepwear Regulations,ok,200,text/xml,25736,ca/CA-SOR-2016-169_Children's_Sleepwear_Regulations.xml,70c693b774610ccbdf0d1f4f0ca426166116e9ed81e0dda5b5c5c4ff742b29cd,https://laws-lois.justice.gc.ca/eng/XML/SOR-2016-169.xml
ca,CA SOR-2016-169 Children's Sleepwear Regulations [html],ok,200,text/html,16236,ca/CA-SOR-2016-169_Children's_Sleepwear_Regulations.html,5b41fa7d60674b8b9b9d0577905071b045161db3262d0b4ffeb4e634ee14ed09,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-169/
ca,CA SOR-2016-188 Phthalates Regulations,ok,200,text/xml,7404,ca/CA-SOR-2016-188_Phthalates_Regulations.xml,60d205ac032d85e9fcc3a1615cdcb7c3173ebf09b90c52a548cf97cd1b7a8e60,https://laws-lois.justice.gc.ca/eng/XML/SOR-2016-188.xml
ca,CA SOR-2016-188 Phthalates Regulations [html],ok,200,text/html,15692,ca/CA-SOR-2016-188_Phthalates_Regulations.html,21bb5aebfb2e5febfb12ea96a64eacc8d099f919e669732ebf943fb39fb8ffd5,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-188/
ca,CA SOR-2016-193 Surface Coating Materials Regulations,ok,200,text/xml,20924,ca/CA-SOR-2016-193_Surface_Coating_Materials_Regulations.xml,0d617c918c3d8c95d7d1c256e85af1df54b16336f4ef9c0537163ec39a422982,https://laws-lois.justice.gc.ca/eng/XML/SOR-2016-193.xml
ca,CA SOR-2016-193 Surface Coating Materials Regulations [html],ok,200,text/html,16988,ca/CA-SOR-2016-193_Surface_Coating_Materials_Regulations.html,f894b29e3f6c4054edaa1b7093ea3d5b7a99655d2b47a9461092a99b17f4627c,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-193/
ca,CA SOR-2018-83 Consumer Products Containing Lead Regulations,ok,200,text/xml,9442,ca/CA-SOR-2018-83_Consumer_Products_Containing_Lead_Regulations.xml,fa60c10a6fdb96bd39cbd381a635d3ff0fa44235559471f804563da18e212977,https://laws-lois.justice.gc.ca/eng/XML/SOR-2018-83.xml
ca,CA SOR-2018-83 Consumer Products Containing Lead Regulations [html],ok,200,text/html,15973,ca/CA-SOR-2018-83_Consumer_Products_Containing_Lead_Regulations.html,b45068bc445c08bf23c98be3a36e70956441eef02271e1137176ba1efd91b7d3,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-83/
ca,CA SOR-2019-97 Corded Window Coverings Regulations,ok,200,text/xml,23042,ca/CA-SOR-2019-97_Corded_Window_Coverings_Regulations.xml,3e23a1dbdcf0f29e77afb83314503f5456304d17d16ec305296434b5a4f74b7b,https://laws-lois.justice.gc.ca/eng/XML/SOR-2019-97.xml
ca,CA SOR-2019-97 Corded Window Coverings Regulations [html],ok,200,text/html,16358,ca/CA-SOR-2019-97_Corded_Window_Coverings_Regulations.html,5a421968fe4f9a3f7a2a8c68ca0888a20cf539a9281dcbcb3f371bb7e28d3245,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2019-97/
ca,CA T-10 Textile Labelling Act,ok,200,text/xml,44292,ca/CA-act-T-10_Textile_Labelling_Act.xml,61e718369d9bb5b391125db676b8f1167754a73a0ac4c8f964b68aac4beedd98,https://laws-lois.justice.gc.ca/eng/XML/T-10.xml
ca,CA T-10 Textile Labelling Act [html],ok,200,text/html,17099,ca/CA-act-T-10_Textile_Labelling_Act.html,81908fc5fe1ab5bf72bad80112f5091196e12ae43adb3f8b788a0497ac3c034f,https://laws-lois.justice.gc.ca/eng/acts/T-10/
ca,CA W-6.5 Weights and Measures Act,ok,200,text/xml,8058,ca/CA-act-W-6.5_Weights_and_Measures_Act.xml,0942c88529f43a14ce339db77450363f8a6212e8d2e92b9284d7bc78f3355cf5,https://laws-lois.justice.gc.ca/eng/XML/W-6.5.xml
ca,CA W-6.5 Weights and Measures Act [html],ok,200,text/html,15271,ca/CA-act-W-6.5_Weights_and_Measures_Act.html,a9cfe0cc49f8f47bc8d8d730f2afbdced9b6e6dd47c4fbf0b59528ea3950de96,https://laws-lois.justice.gc.ca/eng/acts/W-6.5/
ch,CH Fedlex 内国法索引,ok,200,text/html,77151,ch/CH_Fedlex_内国法索引.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/en/cc/internal-law
ch,CH Fedlex 联邦法律汇编,ok,200,text/html,77151,ch/CH_Fedlex_联邦法律汇编.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/en/cc/internal-law
ch,CH Fedlex 联邦法规库,ok,200,text/html,77151,ch/CH_Fedlex_联邦法规库.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/
ch,CH 产品安全法 PrSG,ok,200,text/html,77151,ch/CH_产品安全法_PrSG.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/eli/cc/2010/347/en
ch,CH 产品安全法 PrSG (Fedlex ELI),ok,200,text/html,77151,ch/CH_产品安全法_PrSG_Fedlex_ELI.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/eli/cc/2010/347/en
ch,CH 消费者事务 (SECO),ok,200,text/html,322978,ch/CH_消费者事务_SECO.html,d6cf92c67a30846eead8e73683eb252a7c727270a963e75ec01f3161af0943ce,https://www.seco.admin.ch/
ch,CH 联邦内国法索引 (Fedlex),ok,200,text/html,77151,ch/CH_联邦内国法索引_Fedlex.html,ca776619833d02276c21557499f923266d9e5636f4752ea69a15f22dd1f8aecc,https://www.fedlex.admin.ch/en/cc/internal-law
cl,CL Ley 19.496 消费者权益保护法 (LeyChile),ok,200,text/html,9602,cl/CL_Ley_19.496_消费者权益保护法_LeyChile.html,4ff75cdc3dade5550d6eee84a015e513a646a920e50ffce12cdea8cf379e9131,https://www.bcn.cl/leychile/navegar?idNorma=61438
cl,CL Ley 19.628 个人数据保护法 (LeyChile),ok,200,text/html,9602,cl/CL_Ley_19.628_个人数据保护法_LeyChile.html,4ff75cdc3dade5550d6eee84a015e513a646a920e50ffce12cdea8cf379e9131,https://www.bcn.cl/leychile/navegar?idNorma=141599
cl,CL LeyChile 法规库,ok,200,text/html,9602,cl/CL_LeyChile_法规库.html,4ff75cdc3dade5550d6eee84a015e513a646a920e50ffce12cdea8cf379e9131,https://www.bcn.cl/leychile/
cl,CL SERNAC 消费者服务局,error,0,,0,,,https://www.sernac.cl/
cn,CN 专利法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_专利法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/202010/t20201017_308087.html
cn,CN 产品质量法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_产品质量法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296480.html
cn,CN 全国人大 法律 (npc.gov.cn),ok,200,text/html,454,cn/CN_全国人大_法律_npc.gov.cn.html,63f062301b928690121289dfbaee7c862a1bab317f680dd758a95216e69d7066,http://www.npc.gov.cn/npc/c2/c30834/
cn,CN 公司法 2023 修订 (npc.gov.cn),ok,200,text/html,87332,cn/CN_公司法_2023_修订_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/202312/t20231229_434258.html
cn,CN 劳动合同法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_劳动合同法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296486.html
cn,CN 反不正当竞争法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_反不正当竞争法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296483.html
cn,CN 商务部 法规 (mofcom.gov.cn),ok,200,text/html,9631,cn/CN_商务部_法规_mofcom.gov.cn.html,f9970596168db6530147d908b480710629e3da038ea83892170d998b7f813f6c,https://www.mofcom.gov.cn/zcfb/zgdwjjmywg/
cn,CN 商务部政策发布 (mofcom.gov.cn),ok,200,text/html,21323,cn/CN_商务部政策发布_mofcom.gov.cn.html,9fa07e33387408aa036c0f21223d5c294d876fc057e50928720126885089d23f,https://www.mofcom.gov.cn/zcfb/index.html
cn,CN 商标法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_商标法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296487.html
cn,CN 国务院政策文件库 (gov.cn),ok,200,text/html,226263,cn/CN_国务院政策文件库_gov.cn.html,f26668cde19a019347d1aaae6fee9c587655b468d4fbbc95ba09834a5b693cbe,https://www.gov.cn/zhengce/xxgk/
cn,CN 市场监管总局 法规 (samr.gov.cn),ok,200,text/html,3592,cn/CN_市场监管总局_法规_samr.gov.cn.html,b2890fc7ecf2f26c00bd085ad71ca6c33879a4157dc415f404012006044a8d49,https://www.samr.gov.cn/zw/zfxxgk/fdzdgknr/fldj/
cn,CN 广告法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_广告法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296492.html
cn,CN 标准化法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_标准化法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201711/t20171104_200146.html
cn,CN 民法典 (npc.gov.cn),ok,200,text/html,87332,cn/CN_民法典_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c30834/202006/75ba6483b8344591abd07917e1d25cc8.shtml
cn,CN 消费者权益保护法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_消费者权益保护法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296479.html
cn,CN 电子商务法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_电子商务法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201808/t20180831_272122.html
cn,CN 药品管理法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_药品管理法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296484.html
cn,CN 食品安全法 (npc.gov.cn),ok,200,text/html,87332,cn/CN_食品安全法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201905/t20190521_296481.html
cn,CN-CSAR 化妆品监督管理条例 (gov.cn),http_404,404,,0,,,https://www.gov.cn/zhengce/content/2020-06/29/content_5524019.htm
cn,CN-CSL 网络安全法 (npc.gov.cn),ok,200,text/html,87332,cn/CN-CSL_网络安全法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/201611/t20161107_2001289.html
cn,CN-DSL 数据安全法 (npc.gov.cn),ok,200,text/html,26684,cn/CN-DSL_数据安全法_npc.gov.cn.html,7dfac5b56c3c6b569c77ec538da2d7d5a73da1af6cd2dda7bc021fa93300b341,http://www.npc.gov.cn/npc/c2/c30834/202106/t20210610_311888.html
cn,CN-DUAL-USE 两用物项出口管制条例 (gov.cn),ok,200,text/html,67661,cn/CN-DUAL-USE_两用物项出口管制条例_gov.cn.html,04d902b1f96e436e9d09710df489edc11ea82f49c0d8dc8a0989fddb0b00d451,https://www.gov.cn/zhengce/content/202410/content_6981399.htm
cn,CN-ECL 出口管制法 (npc.gov.cn),ok,200,text/html,87332,cn/CN-ECL_出口管制法_npc.gov.cn.html,b300d052c734c3cbe0a39e325c4db0a4ee316d1677ca61328d24e30415939e30,http://www.npc.gov.cn/npc/c2/c30834/202010/t20201017_308086.html
cn,CN-FLK 国家法律法规数据库 (flk.npc.gov.cn),ok,200,text/html,552,cn/CN-FLK_国家法律法规数据库_flk.npc.gov.cn.html,d3f541c9c9a16c8a9a4b3fa36a7f16980b7974647f71fc24cc88fc99302938a7,https://flk.npc.gov.cn/
cn,CN-GB search GB 18401 纺织产品安全 (openstd),ok,200,text/html,52993,cn/CN-GB_search_GB_18401_纺织产品安全_openstd.html,13bf7dedf0bd6f3533d1a47adf4ff5a8e7e0efe129830fcb48025ddc23833255,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%2018401
cn,CN-GB search GB 31241 锂电池安全 (openstd),ok,200,text/html,53663,cn/CN-GB_search_GB_31241_锂电池安全_openstd.html,7df7d2ed30142981dcf649a19722933e331db98d0dbc7c43d2906e238dc7d1b4,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%2031241
cn,CN-GB search GB 4706 家用电器安全 (openstd),ok,200,text/html,69657,cn/CN-GB_search_GB_4706_家用电器安全_openstd.html,2870a2ca2e97630a62c5cc09a8cf4641b4a74e27844e6e6aa89c5fc8155a7a03,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%204706
cn,CN-GB search GB 4806 食品接触材料 (openstd),ok,200,text/html,56213,cn/CN-GB_search_GB_4806_食品接触材料_openstd.html,3008ca95163d35fe402d4ae94fe7640071b957b8b8ef63a7efe10a0b115df57e,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%204806
cn,CN-GB search GB 4943 音视频信息技术设备 (openstd),ok,200,text/html,56346,cn/CN-GB_search_GB_4943_音视频信息技术设备_openstd.html,34f88de0adfca7b262c47e9a6f258a8341035216bd6766b947597b2aa5d98d74,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%204943
cn,CN-GB search GB 5296 使用说明 (openstd),ok,200,text/html,62132,cn/CN-GB_search_GB_5296_使用说明_openstd.html,3a1b4030168982a92d583bff0a0db126e43dd9bfb1c39eeb9fc362194f14fc95,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%205296
cn,CN-GB search GB 6675 玩具安全 (openstd),ok,200,text/html,62321,cn/CN-GB_search_GB_6675_玩具安全_openstd.html,106ed8ce2ec8c2198d51ffd70eb02517e5d1a33f603d204bbde358776b46c463,https://openstd.samr.gov.cn/bzgk/gb/std_list?p.p1=0&p.p90=circulation_date&p.p91=desc&p.p2=GB%206675
cn,CN-GB-44495 汽车整车信息安全技术要求 (openstd),ok,200,text/html,24164,cn/CN-GB-44495_汽车整车信息安全技术要求_openstd.html,5e50e24166a0a0b076942572fbb6bcc5e5d05daa05ad6ccdda8307688738ad2f,https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=2DB552CAA58F589705C3DC7AD47AC2AB
cn,CN-MIIT 工信部 文件发布 (miit.gov.cn),ok,200,text/html,2163,cn/CN-MIIT_工信部_文件发布_miit.gov.cn.html,85cb21b3a040c0c03c0b1a7ee5904e2e6951a3c9096f42da333a03462167ceb8,https://www.miit.gov.cn/zwgk/zcwj/wjfb/index.html
cn,CN-MIIT 无线电管理 (miit.gov.cn),http_404,404,,0,,,https://www.miit.gov.cn/jgsj/wdz/dzxx/index.html
cn,CN-ODI-NDRC 企业境外投资管理办法 (gov.cn),ok,200,text/html,69270,cn/CN-ODI-NDRC_企业境外投资管理办法_gov.cn.html,29975f8f2c839da926984aca4d7bda6f875e6bfe3657ec6ee97340cbfdfaa245,https://www.gov.cn/zhengce/2021-12/01/content_5713252.htm
cn,CN-PIPL 个人信息保护法 (npc.gov.cn),ok,200,text/html,42748,cn/CN-PIPL_个人信息保护法_npc.gov.cn.html,23eeb747cb57b852929e30906c51b5816095dc43977868543a4bce5b3540b429,http://www.npc.gov.cn/npc/c2/c30834/202108/t20210820_313088.html
cn,CN-SAMR 市场监管总局 新闻 (samr.gov.cn),ok,200,text/html,3388,cn/CN-SAMR_市场监管总局_新闻_samr.gov.cn.html,c95b4a840894fd0d37ed8291c0fe9d473c585a167f22186759aa443f25da1c6a,https://www.samr.gov.cn/xw/zj/
